page	lang	kind	source	gate	line	excerpt
StructureDefinition-mii-pr-onko-krk-abstand-circumferelle-resektionsebene-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Abstand-Circumferelle-Resektionsebene-Observation.page.md	B	24	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie KRK Abstand Circumferelle Resektions
StructureDefinition-mii-pr-onko-krk-abstand-circumferelle-resektionsebene-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Abstand-Circumferelle-Resektionsebene-Observation.page.md	B	33	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-krk-abstand-circumferelle-resektionsebene-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Abstand-Circumferelle-Resektionsebene-Observation.page.md	B	41	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Abstand Circumferelle Resekt
StructureDefinition-mii-pr-onko-krk-anastomoseninsuffizienz-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Anastomoseninsuffizienz-Observation.page.md	B	27	The codes it contains are listed in the artefact view: [MII VS Onkologie KRK Anastomoseninsuffizienz](ValueSet-mii-vs-on
StructureDefinition-mii-pr-onko-krk-anastomoseninsuffizienz-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Anastomoseninsuffizienz-Observation.page.md	B	31	The codes it contains are listed in the artefact view: [MII VS Onkologie KRK Anastomoseninsuffizienz](ValueSet-mii-vs-on
StructureDefinition-mii-pr-onko-krk-anastomoseninsuffizienz-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Anastomoseninsuffizienz-Observation.page.md	B	39	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-krk-anastomoseninsuffizienz-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Anastomoseninsuffizienz-Observation.page.md	B	47	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie KRK Anastomoseninsuffizienz](Stru
StructureDefinition-mii-pr-onko-krk-anastomoseninsuffizienz-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Anastomoseninsuffizienz-Observation.page.md	B	25	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie KRK Anastomoseninsuffizienz](ValueSe
StructureDefinition-mii-pr-onko-krk-anastomoseninsuffizienz-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Anastomoseninsuffizienz-Observation.page.md	B	29	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie KRK Anastomoseninsuffizienz](ValueSe
StructureDefinition-mii-pr-onko-krk-anastomoseninsuffizienz-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Anastomoseninsuffizienz-Observation.page.md	B	37	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-krk-anastomoseninsuffizienz-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Anastomoseninsuffizienz-Observation.page.md	B	45	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie KRK Anastomoseninsuffizienz]
StructureDefinition-mii-pr-onko-krk-mrt-mesorektale-faszie-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-MRT-Mesorektale-Faszie-Observation.page.md	B	26	The codes it contains are listed in the artefact view: [MII VS Onkologie KRK MRT Mesorektale Faszie Status](ValueSet-mii
StructureDefinition-mii-pr-onko-krk-mrt-mesorektale-faszie-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-MRT-Mesorektale-Faszie-Observation.page.md	B	30	The codes it contains are listed in the artefact view: [MII VS Onkologie KRK MRT Mesorektale Faszie Status](ValueSet-mii
StructureDefinition-mii-pr-onko-krk-mrt-mesorektale-faszie-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-MRT-Mesorektale-Faszie-Observation.page.md	B	38	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-krk-mrt-mesorektale-faszie-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-MRT-Mesorektale-Faszie-Observation.page.md	B	46	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie KRK MRT/CT Abstand Mesorektale Fa
StructureDefinition-mii-pr-onko-krk-mrt-mesorektale-faszie-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-MRT-Mesorektale-Faszie-Observation.page.md	B	24	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie KRK MRT Mesorektale Faszie Status](V
StructureDefinition-mii-pr-onko-krk-mrt-mesorektale-faszie-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-MRT-Mesorektale-Faszie-Observation.page.md	B	28	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie KRK MRT Mesorektale Faszie Status](V
StructureDefinition-mii-pr-onko-krk-mrt-mesorektale-faszie-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-MRT-Mesorektale-Faszie-Observation.page.md	B	36	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-krk-mrt-mesorektale-faszie-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-MRT-Mesorektale-Faszie-Observation.page.md	B	44	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie KRK MRT/CT Abstand Mesorekta
StructureDefinition-mii-pr-onko-krk-operation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Operation-Procedure.page.md	B	30	The codes it contains are listed in the artefact view: [MII VS Onkologie KRK TME Qualität](ValueSet-mii-vs-onko-krk-tme-
StructureDefinition-mii-pr-onko-krk-operation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Operation-Procedure.page.md	B	38	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-krk-operation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Operation-Procedure.page.md	B	46	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Präoperative Drahtmarkierung Mamm
StructureDefinition-mii-pr-onko-krk-operation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Operation-Procedure.page.md	B	28	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie KRK TME Qualität](ValueSet-mii-vs-on
StructureDefinition-mii-pr-onko-krk-operation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Operation-Procedure.page.md	B	36	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-krk-operation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Operation-Procedure.page.md	B	44	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Präoperative Drahtmarkierung
StructureDefinition-mii-pr-onko-krk-specimen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Specimen.page.md	B	31	The codes it contains are listed in the artefact view: [MII VS Onkologie KRK TME Qualität](ValueSet-mii-vs-onko-krk-tme-
StructureDefinition-mii-pr-onko-krk-specimen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Specimen.page.md	B	35	The codes it contains are listed in the artefact view: [MII VS Onkologie KRK TME Qualität](ValueSet-mii-vs-onko-krk-tme-
StructureDefinition-mii-pr-onko-krk-specimen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Specimen.page.md	B	43	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-krk-specimen-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Specimen.page.md	B	51	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Specimen](StructureDefinition-mii
StructureDefinition-mii-pr-onko-krk-specimen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Specimen.page.md	B	29	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie KRK TME Qualität](ValueSet-mii-vs-on
StructureDefinition-mii-pr-onko-krk-specimen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Specimen.page.md	B	33	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie KRK TME Qualität](ValueSet-mii-vs-on
StructureDefinition-mii-pr-onko-krk-specimen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Specimen.page.md	B	41	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-krk-specimen-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Specimen.page.md	B	49	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Specimen](StructureDefinitio
StructureDefinition-mii-pr-onko-krk-stoma-markierung-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Stoma-Markierung-Procedure.page.md	B	27	The codes it contains are listed in the artefact view: [MII VS Onkologie KRK Stoma Anzeichnung](ValueSet-mii-vs-onko-krk
StructureDefinition-mii-pr-onko-krk-stoma-markierung-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Stoma-Markierung-Procedure.page.md	B	31	The codes it contains are listed in the artefact view: [MII VS Onkologie KRK Stoma Anzeichnung](ValueSet-mii-vs-onko-krk
StructureDefinition-mii-pr-onko-krk-stoma-markierung-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Stoma-Markierung-Procedure.page.md	B	39	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-krk-stoma-markierung-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Stoma-Markierung-Procedure.page.md	B	47	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie KRK Stoma-Markierung](StructureDe
StructureDefinition-mii-pr-onko-krk-stoma-markierung-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Stoma-Markierung-Procedure.page.md	B	25	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie KRK Stoma Anzeichnung](ValueSet-mii-
StructureDefinition-mii-pr-onko-krk-stoma-markierung-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Stoma-Markierung-Procedure.page.md	B	29	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie KRK Stoma Anzeichnung](ValueSet-mii-
StructureDefinition-mii-pr-onko-krk-stoma-markierung-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Stoma-Markierung-Procedure.page.md	B	37	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-krk-stoma-markierung-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/KolorektalesKarzinom/KRK-Stoma-Markierung-Procedure.page.md	B	45	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie KRK Stoma-Markierung](Struct
StructureDefinition-mii-pr-onko-mamma-her2neu-status-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Her2neu-Status-Observation.page.md	B	84	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Her2neu Status oBDS](ValueSet-mii-vs-onko
StructureDefinition-mii-pr-onko-mamma-her2neu-status-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Her2neu-Status-Observation.page.md	B	88	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Her2neu Status oBDS](ValueSet-mii-vs-onko
StructureDefinition-mii-pr-onko-mamma-her2neu-status-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Her2neu-Status-Observation.page.md	B	94	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Her2neu Status Leitlinie](ValueSet-mii-vs
StructureDefinition-mii-pr-onko-mamma-her2neu-status-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Her2neu-Status-Observation.page.md	B	98	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Her2neu Status Leitlinie](ValueSet-mii-vs
StructureDefinition-mii-pr-onko-mamma-her2neu-status-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Her2neu-Status-Observation.page.md	B	106	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-mamma-her2neu-status-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Her2neu-Status-Observation.page.md	B	114	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Her2neu Status](StructureDefiniti
StructureDefinition-mii-pr-onko-mamma-her2neu-status-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Her2neu-Status-Observation.page.md	B	82	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Her2neu Status oBDS](ValueSet-
StructureDefinition-mii-pr-onko-mamma-her2neu-status-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Her2neu-Status-Observation.page.md	B	86	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Her2neu Status oBDS](ValueSet-
StructureDefinition-mii-pr-onko-mamma-her2neu-status-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Her2neu-Status-Observation.page.md	B	92	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Her2neu Status Leitlinie](Valu
StructureDefinition-mii-pr-onko-mamma-her2neu-status-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Her2neu-Status-Observation.page.md	B	96	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Her2neu Status Leitlinie](Valu
StructureDefinition-mii-pr-onko-mamma-her2neu-status-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Her2neu-Status-Observation.page.md	B	104	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-mamma-her2neu-status-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Her2neu-Status-Observation.page.md	B	112	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Her2neu Status](StructureDef
StructureDefinition-mii-pr-onko-mamma-menopause-status-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Menopause-Status-Observation.page.md	B	26	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Menopause Status](ValueSet-mii-vs-onko-ma
StructureDefinition-mii-pr-onko-mamma-menopause-status-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Menopause-Status-Observation.page.md	B	30	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Menopause Status](ValueSet-mii-vs-onko-ma
StructureDefinition-mii-pr-onko-mamma-menopause-status-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Menopause-Status-Observation.page.md	B	38	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-mamma-menopause-status-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Menopause-Status-Observation.page.md	B	46	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Menopausenstatus Mamma](Structure
StructureDefinition-mii-pr-onko-mamma-menopause-status-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Menopause-Status-Observation.page.md	B	24	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Menopause Status](ValueSet-mii
StructureDefinition-mii-pr-onko-mamma-menopause-status-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Menopause-Status-Observation.page.md	B	28	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Menopause Status](ValueSet-mii
StructureDefinition-mii-pr-onko-mamma-menopause-status-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Menopause-Status-Observation.page.md	B	36	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-mamma-menopause-status-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Menopause-Status-Observation.page.md	B	44	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Menopausenstatus Mamma](Stru
StructureDefinition-mii-pr-onko-mamma-operation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Operation-Procedure.page.md	B	45	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Operation SNOMED CT](ValueSet-mii-vs-onko
StructureDefinition-mii-pr-onko-mamma-operation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Operation-Procedure.page.md	B	49	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Operation SNOMED CT](ValueSet-mii-vs-onko
StructureDefinition-mii-pr-onko-mamma-operation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Operation-Procedure.page.md	B	55	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Operation OPS](ValueSet-mii-vs-onko-mamma
StructureDefinition-mii-pr-onko-mamma-operation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Operation-Procedure.page.md	B	59	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Operation OPS](ValueSet-mii-vs-onko-mamma
StructureDefinition-mii-pr-onko-mamma-operation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Operation-Procedure.page.md	B	67	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-mamma-operation-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Operation-Procedure.page.md	B	75	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Mamma Operation](StructureDefinit
StructureDefinition-mii-pr-onko-mamma-operation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Operation-Procedure.page.md	B	43	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Operation SNOMED CT](ValueSet-
StructureDefinition-mii-pr-onko-mamma-operation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Operation-Procedure.page.md	B	47	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Operation SNOMED CT](ValueSet-
StructureDefinition-mii-pr-onko-mamma-operation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Operation-Procedure.page.md	B	53	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Operation OPS](ValueSet-mii-vs
StructureDefinition-mii-pr-onko-mamma-operation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Operation-Procedure.page.md	B	57	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Operation OPS](ValueSet-mii-vs
StructureDefinition-mii-pr-onko-mamma-operation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Operation-Procedure.page.md	B	65	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-mamma-operation-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Operation-Procedure.page.md	B	73	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Mamma Operation](StructureDe
StructureDefinition-mii-pr-onko-mamma-praeoperative-markierung-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Praeoperative-Markierung-Procedure.page.md	B	48	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Präoperative Markierung Modalität](ValueS
StructureDefinition-mii-pr-onko-mamma-praeoperative-markierung-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Praeoperative-Markierung-Procedure.page.md	B	52	The codes it contains are listed in the artefact view: [MII VS Onkologie Mamma Präoperative Markierung Modalität](ValueS
StructureDefinition-mii-pr-onko-mamma-praeoperative-markierung-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Praeoperative-Markierung-Procedure.page.md	B	60	The mapping of the dataset fields is documented in the logical model: [MII LM Onkologie Organspezifische Zusatzmodule](S
StructureDefinition-mii-pr-onko-mamma-praeoperative-markierung-intro	default	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Praeoperative-Markierung-Procedure.page.md	B	68	The oBDS mappings are recorded in the artefact view of this profile: [MII PR Onkologie Präoperative Markierung Mamma](St
StructureDefinition-mii-pr-onko-mamma-praeoperative-markierung-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Praeoperative-Markierung-Procedure.page.md	B	46	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Präoperative Markierung Modali
StructureDefinition-mii-pr-onko-mamma-praeoperative-markierung-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Praeoperative-Markierung-Procedure.page.md	B	50	Die enthaltenen Codes sind in der Artefaktdarstellung aufgeführt: [MII VS Onkologie Mamma Präoperative Markierung Modali
StructureDefinition-mii-pr-onko-mamma-praeoperative-markierung-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Praeoperative-Markierung-Procedure.page.md	B	58	Die Zuordnung der Datensatzfelder ist im logischen Modell dokumentiert: [MII LM Onkologie Organspezifische Zusatzmodule]
StructureDefinition-mii-pr-onko-mamma-praeoperative-markierung-intro	de	bridge	MIIIGModulOnkologie/TechnischeImplementierung/FHIR-Profile/Organspezifische-Module/Mamma/Mamma-Praeoperative-Markierung-Procedure.page.md	B	66	Die oBDS-Mappings sind in der Artefaktdarstellung des Profils hinterlegt: [MII PR Onkologie Präoperative Markierung Mamm
